id	title	publisher	perspective	domains	kind	languages	license	license_url	homepage	update	access	converter	options	scheme	integrate	iri_prefixes	curie_prefixes	wikidata_property	size	recommend	reviewer	verified	notes
gene-ontology-basic	Gene Ontology (GO), basic edition	Gene Ontology Consortium	GO Consortium (academic, international; molecular biology and model-organism databases)	acat/life	ontology	1	CC BY 4.0	https://geneontology.org/docs/go-citation-policy/	https://geneontology.org/	irregular, about every 1-2 months (2026 releases 01-23, 03-25, 05-19, 06-19, 08-05)	open	obo	{"id_prefix": "GO"}	go	full	http://purl.obolibrary.org/obo/GO_|GO_{rest}	GO|GO_{rest}	P686|GO_{rest}	32227785	starter	claude (AI agent, session 2026-09-25)	HEAD 200 2026-09-25	Research: d-sciences-health-statistics.tsv. PURL 302 to current.geneontology.org/ontology/go-basic.obo (build 2026-08-05, data-version releases/2026-07-26). Basic = acyclic: relations limited to is_a, part_of, regulates, negatively_regulates, positively_regulates; relations crossing the three aspects removed (GO download page). OBO 1.2; [Term] stanzas, then 5 [Typedef] stanzas at the end of the file (part_of, regulates, negatively_regulates, positively_regulates, has_ontology_root_term). Tags: id, name, namespace (biological_process, molecular_function, cellular_component), def with dbxref list, synonym with EXACT/BROAD/NARROW/RELATED, is_a, relationship, xref (RHEA, Reactome, MetaCyc, EC, Wikipedia, KEGG_REACTION...), alt_id, subset (GO slims), comment, is_obsolete with replaced_by/consider, property_value. Roots GO:0008150, GO:0003674, GO:0005575. Also go-basic.json(.gz) (obographs). GO asks users to cite the release date.
chebi-full	ChEBI ontology, full edition (chebi.obo.gz)	EMBL-EBI, ChEBI team	EMBL-EBI (intergovernmental European research institute, Hinxton UK; biology-oriented chemistry)	acat/matter acat/life acat/health	ontology	3	CC BY 4.0	https://ftp.ebi.ac.uk/pub/databases/chebi/ontology/LICENSE	https://www.ebi.ac.uk/chebi/	monthly releases (README: current folder regenerated with each release; nightly/ folder daily); release 255 of 2026-09-09	open	obo	{"id_prefix": "CHEBI"}	chebi	attach	http://purl.obolibrary.org/obo/CHEBI_|CHEBI_{rest}	CHEBI|CHEBI_{rest}	P683|CHEBI_{rest}	47162742	yes	claude (AI agent, session 2026-09-25)	HEAD 200 2026-09-25	Research: d-sciences-health-statistics.tsv. Gzip of chebi.obo (270,898,581 B uncompressed; PURL http://purl.obolibrary.org/obo/chebi.obo). ChEBI 2.0, built with ROBOT templates. Tags: id (CHEBI:n), name, def, subset (1:STAR/2:STAR/3:STAR curation level), synonym with scopes EXACT/RELATED and types IUPAC:NAME, BRAND:NAME, http://purl.obolibrary.org/obo/chebi/INN; xref with lower-case bioregistry prefixes (cas, kegg.compound, pubmed, lincs.smallmolecule, reaxys, wikipedia.en...); is_a; relationship with CURIEs labelled by [Typedef] stanzas at the end of the file (RO:0000087 has role, RO:0018038 has functional parent, RO:0018033 is conjugate base of, RO:0018034 is conjugate acid of, RO:0018036 is tautomer of, RO:0018039 is enantiomer of, RO:0018040 has parent hydride, BFO:0000051 has part); property_value chemrof:mass, monoisotopic_mass, charge, generalized_empirical_formula, smiles_string, inchi_string, inchi_key_string; alt_id. languages=3 is an estimate: English names plus WHO INN synonyms in Latin and Spanish/Italian forms (e.g. gemcitabinum, gemcitabina) that carry no language tag. Caveat: the ontology README once calls the licence 'CC Attribution-ShareAlike 4.0' but its LICENSE file, the OBO header (terms:license) and the OBO Foundry registry all say CC BY 4.0; attribution should name ChEBI and the release number.
chebi-lite	ChEBI ontology, lite edition (chebi_lite.obo.gz)	EMBL-EBI, ChEBI team	EMBL-EBI (intergovernmental European research institute, Hinxton UK; biology-oriented chemistry)	acat/matter acat/life acat/health	ontology	1	CC BY 4.0	https://ftp.ebi.ac.uk/pub/databases/chebi/ontology/LICENSE	https://www.ebi.ac.uk/chebi/	monthly releases; release 255 of 2026-09-09	open	obo	{"id_prefix": "CHEBI"}	chebi	full				7852321	no	claude (AI agent, session 2026-09-25)	HEAD 200 2026-09-25	Research: d-sciences-health-statistics.tsv. Gzip of chebi_lite.obo (55,411,092 B; PURL http://purl.obolibrary.org/obo/chebi/chebi_lite.obo). 'Only ids, name, subsets and relationships' (README): id, name, subset (star level), is_a, relationship (RO CURIEs), alt_id, a few def lines; no synonyms and no xrefs, which this pipeline wants, so prefer chebi-full. Middle option chebi_core.obo.gz (35,806,679 B) adds definitions and chemical properties but still no synonyms/xrefs. README spells the files chebi-lite/chebi-core; the real file names use underscores. Same licence caveat as chebi-full.
uberon-basic	Uberon multi-species anatomy ontology, basic edition	Uberon editors (obophenotype, OBO Foundry)	Uberon/OBO community (academic, international; comparative anatomy across animals)	acat/life acat/health	ontology	2	CC BY 3.0	https://raw.githubusercontent.com/obophenotype/uberon/master/LICENSE	http://uberon.org	irregular GitHub releases; current v2026-06-23 (data-version 2026-06-19)	open	obo	{"id_prefix": "UBERON"}	uberon	full	http://purl.obolibrary.org/obo/UBERON_|UBERON_{rest}	UBERON|UBERON_{rest}	P1554|UBERON_{rest}	12078648	yes	claude (AI agent, session 2026-09-25)	HEAD 200 2026-09-25	Research: d-sciences-health-statistics.tsv. PURL redirects to github.com/obophenotype/uberon/releases/latest/download/uberon-basic.obo. 'Excludes external ontologies and most relations' (OBO registry). Tags: id, name, def, synonym with scopes and types (OMO:0003011 latin term, OMO:0003000 abbreviation, HUMAN_PREFERRED, DEVELOPMENTAL, SENSU...), xref (FMA, EMAPA, MA, SCTID, Wikipedia, UMLS, NCIT, BTO, MESH, GAID, VHOG... - rich crosswalks), is_a, relationship (part_of, develops_from, present_in_taxon/never_in_taxon pointing to NCBITaxon ids, immediate_transformation_of...), subset, is_obsolete/replaced_by/consider. languages=2: English plus Latin anatomical terms marked by synonym type OMO:0003011.
cell-ontology-basic	Cell Ontology (CL), basic edition	Cell Ontology editors (obophenotype, OBO Foundry)	CL/OBO community (academic, international; cell types across species)	acat/life acat/health	ontology	1	CC BY 4.0	https://raw.githubusercontent.com/obophenotype/cell-ontology/master/LICENSE	https://obophenotype.github.io/cell-ontology/	irregular GitHub releases; current 2026-06-08	open	obo	{"id_prefix": "CL"}	cl	full	http://purl.obolibrary.org/obo/CL_|CL_{rest}	CL|CL_{rest}	P7963|CL_{rest}	3347518	yes	claude (AI agent, session 2026-09-25)	HEAD 200 2026-09-25	Research: d-sciences-health-statistics.tsv. 'Basic version, no inter-ontology axioms' (OBO registry): about 3,530 CL terms, links to UBERON anatomy dropped (use cl.obo with merged imports if needed). Tags: id, name, namespace, def, synonym (EXACT/RELATED/BROAD/NARROW), xref (FMA, ZFA, BTO, CALOHA, KUPO, MESH, FBbt, ILX...), is_a, relationship (mostly RO:0002202 develops_from; a few BFO:0000050 part_of), subset, property_value, creation_date, is_obsolete/replaced_by/consider.
disease-ontology	Human Disease Ontology (DO)	Disease Ontology project, Institute for Genome Sciences, University of Maryland School of Medicine	DO project (academic, US; NIH/NHGRI-funded; human disease by etiology)	acat/health	ontology	1	CC0 1.0	https://disease-ontology.org/about/	https://disease-ontology.org	GitHub releases; current 2026-08-31	open	obo	{"id_prefix": "DOID"}	doid	full	http://purl.obolibrary.org/obo/DOID_|DOID_{rest}	DOID|DOID_{rest}	P699|DOID_{rest}	7221215	starter	claude (AI agent, session 2026-09-25)	HEAD 200 2026-09-25	Research: d-sciences-health-statistics.tsv. PURL redirects to raw.githubusercontent.com/DiseaseOntology/HumanDiseaseOntology/main/src/ontology/doid.obo - a branch head, not a release asset; record data-version (releases/2026-08-31) with the bytes. OBO edition omits the equivalent-class axioms (OBO registry). Tags: id (DOID:n), name, def (url: sources), synonym (mostly EXACT), xref (MIM, ORDO, UMLS_CUI, MESH, GARD, ICD10CM, ICD9CM, ICDO, NCI, SNOMEDCT_US_<release-date> - the SNOMED prefix embeds a release date, normalise it), is_a, subset (DO_cancer_slim, NCIthesaurus...), alt_id, disjoint_from, is_obsolete/replaced_by, created_by/creation_date; no relationship lines in the sampled range.
mondo	Mondo Disease Ontology	Monarch Initiative (Mondo team)	Monarch Initiative (academic consortium, US/international; merges OMIM, Orphanet, DO, NCIt, GARD into one disease hierarchy)	acat/health	ontology	1	CC BY 4.0	https://mondo.monarchinitiative.org/pages/download/	https://mondo.monarchinitiative.org/	GitHub releases; current v2026-09-01	open	obo	{"id_prefix": "MONDO"}	mondo	full	http://purl.obolibrary.org/obo/MONDO_|MONDO_{rest}	MONDO|MONDO_{rest}	P5270	53134854	yes	claude (AI agent, session 2026-09-25)	HEAD 200 2026-09-25	Research: d-sciences-health-statistics.tsv. PURL redirects to the v2026-09-01 release asset. mondo.obo embeds thousands of imported non-MONDO terms (GO, HP, CHEBI, CL, ENVO, FOODON...) used in logical definitions: keep only id prefix MONDO, or take mondo-simple.obo (47,608,279 B, PURL http://purl.obolibrary.org/obo/mondo/mondo-simple.obo, MONDO terms only, no references to external terms). OBO edition 'omits equivalence axioms; xrefs can be used as proxy for equivalence': xref qualifiers {source="MONDO:equivalentTo"} mark exact matches (OMIM, Orphanet, DOID, NCIT, MESH, UMLS, MEDGEN, GARD, icd11.foundation, SCTID, NANDO...), also property_value skos:exactMatch. Tags: id, name, def, synonym (scopes + types such as ABBREVIATION), xref, is_a with source qualifiers, relationship with named properties (excluded_subClassOf is NOT a hierarchy edge; disease_has_feature, disease_arises_from_structure, has_material_basis_in_germline_mutation_in...), subset (rare, orphanet_rare, gard_rare, otar...), is_obsolete/replaced_by/consider. A Japanese translation exists only as mondo-international.owl.
human-phenotype-ontology	Human Phenotype Ontology (HPO)	Human Phenotype Ontology Consortium / Monarch Initiative	HPO Consortium (academic, international, led from The Jackson Laboratory; clinical genetics)	acat/health	ontology	1	HPO licence (custom): free use with citation and version display; content and logical relationships may not be altered	https://human-phenotype-ontology.github.io/license.html	https://hpo.jax.org/	GitHub releases; current v2026-09-01	open	obo	{}	hp	full				10863613	no	claude (AI agent, session 2026-09-25)	HEAD 200 2026-09-25	its licence forbids altering content or relationships. Research: d-sciences-health-statistics.tsv. Not an open licence: the HPO page lists three conditions - acknowledge and cite the HPO Consortium, show the date/version of HPO files displayed publicly, and do not alter the content or the logical relationships of the files; services must display an acknowledgement. The file header (terms:license) points to https://hpo.jax.org/app/license, a single-page app that returns 404 to curl, so the text was read at human-phenotype-ontology.github.io. Usable read-only with attribution; merging or crosswalk edits risk breaching the no-alteration clause. Tags: id, name, def, synonym with types layperson, uk_spelling, abbreviation, plural_form, obsolete_synonym; xref (UMLS, MEDDRA, NCIT, Fyler...), is_a, alt_id, subset, comment, is_obsolete/replaced_by/consider; no relationship lines. hp-international.obo (22,476,318 B) adds translations in 12 languages (cs, tr, nl, fr, es, ja, zh, pt, de, it, nna, tw - counted from hp-international.owl tags) but OBO drops most language tags; use hp-international.owl (209,428,804 B) for tagged labels.
environment-ontology	Environment Ontology (ENVO)	ENVO editors (EnvironmentOntology, OBO Foundry)	ENVO/OBO community (academic, international; environments, biomes and habitats for genomics and ecology)	acat/earth acat/life	ontology	1	CC0 1.0	https://raw.githubusercontent.com/EnvironmentOntology/envo/master/LICENSE	http://environmentontology.org/	GitHub releases; current 2026-06-26	open	obo	{"id_prefix": "ENVO"}	envo	full	http://purl.obolibrary.org/obo/ENVO_|ENVO_{rest}	ENVO|ENVO_{rest}	P3859|ENVO_{rest}	2922713	starter	claude (AI agent, session 2026-09-25)	HEAD 200 2026-09-25	Research: d-sciences-health-statistics.tsv. PURL redirects to raw.githubusercontent.com/EnvironmentOntology/envo/master/envo.obo (branch head; data-version releases/2026-06-26). Includes about 835 imported CHEBI terms: keep id prefix ENVO, or use envo/subsets/envo-basic.obo (2,034,421 B, ENVO terms only, readable relation names, but no data-version line). Tags: id, name, def, synonym (all four scopes), xref (FTT, Geonames, TGN, EcoLexicon, SWEETRealm, LTER, SPIRE, CMECS, NLCD, URLs - useful place and biome crosswalks), is_a, intersection_of, union_of, relationship (BFO:0000050 part_of, BFO:0000051 has_part, RO CURIEs in envo.obo), subset, disjoint_from, created_by/creation_date, is_obsolete/replaced_by/consider.
ncit-flat	NCI Thesaurus (NCIt), flat file	National Cancer Institute, Enterprise Vocabulary Services (EVS)	NCI EVS (US federal government, NIH; cancer research and clinical vocabulary)	acat/health acat/life	thesaurus	1	CC BY 4.0	https://evs.nci.nih.gov/ftp1/NCI_Thesaurus/ThesaurusTermsofUse.pdf	https://evs.nci.nih.gov/	monthly (EVS ReadMe); current 26.08e, editing completed 2026-08-31	open	csv	{"iri_template": "http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#{code}", "tables": [{"attrs": [{"column": 6, "name": "concept_status"}, {"column": 7, "name": "semantic_type"}], "broader": [{"column": 2, "name": "parent", "split": "|"}], "code": 0, "delimiter": "\t", "header": false, "kind": "NCIt concept", "labels": [{"column": 5, "kind": "pref", "lang": "en"}, {"column": 3, "kind": "alt", "lang": "en", "split": "|"}], "members": "Thesaurus.txt", "notes": [{"column": 4, "lang": "en", "name": "definition"}], "quoting": "none", "status": {"column": 6, "deprecated": ["Obsolete_Concept", "Retired_Concept"]}}]}	ncit	attach	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#	NCIT NCI	P1748	16195233	yes	claude (AI agent, session 2026-09-25)	HEAD 200 2026-09-25	Research: d-sciences-health-statistics.tsv. Zip holds Thesaurus.txt, tab-delimited, no header row: code, concept IRI, parents (pipe-separated codes), synonyms (pipe-separated; first = preferred name), definition (one), display name, concept status, semantic type(s), concept in subset. Stated hierarchy only (no inferred relations); retired concepts carry a status. Identical versioned copy Thesaurus_26.08e.FLAT.zip; OWL editions also offered; current version via https://evs.nci.nih.gov/ftp1/thesaurus-latest (JSON). 'NCI Thesaurus' is a trademark. The OBO edition http://purl.obolibrary.org/obo/ncit.obo is 248,162,694 B and older (Last-Modified 2026-03-20). The EVS FTP page is now a JavaScript browser; the file URLs above are those named in the ReadMe.
ncbi-taxonomy	NCBI Taxonomy database dump (taxdump)	National Center for Biotechnology Information (NCBI), US National Library of Medicine	NCBI/NLM (US federal government; organisms with sequence data in the INSDC databases)	acat/life	taxonomy	2	No restrictions: 'NCBI itself places no restrictions on the use or distribution of the data' (US government)	https://www.ncbi.nlm.nih.gov/home/about/policies/	https://www.ncbi.nlm.nih.gov/taxonomy	daily or more often (observed: rebuilt twice on 2026-09-25, last at 20:30 GMT)	open	ncbi-taxdump	{}	ncbitaxon	attach	http://purl.obolibrary.org/obo/NCBITaxon_	NCBITaxon taxon	P685	79615599	yes	claude (AI agent, session 2026-09-25)	HEAD 200 2026-09-25	rebuilt daily (its size changed twice on 2026-09-25): verified against its .md5. Research: d-sciences-health-statistics.tsv. Size changes with every rebuild (79,614,555 B at 19:30 GMT, 79,615,599 B at 20:30 GMT on 2026-09-25): verify against the .md5 file fetched at the same time. Members: nodes.dmp, names.dmp, division.dmp, gencode.dmp, merged.dmp, delnodes.dmp, citations.dmp, images.dmp, readme.txt. Rows end with tab-pipe-newline and fields are separated by tab-pipe-tab, so it is not plain TSV. nodes: tax_id, parent tax_id, rank, embl code, division id, inherited flags, genetic code ids, GenBank hidden flag, hidden subtree flag, comments. names: tax_id, name_txt, unique name, name class (scientific name, synonym, common name, genbank common name, authority...). merged.dmp and delnodes.dmp keep id history for stable crosswalks. languages=2: scientific names plus (mostly English) common names. new_taxdump/new_taxdump.tar.gz (162,022,066 B) adds rankedlineage, fullnamelineage, taxidlineage, typematerial and more. The OBO derivative ncbitaxon (CC0) is on the OBO Foundry.
catalogue-of-life-coldp	Catalogue of Life (COL) Base Release, ColDP	Catalogue of Life (COL), distributed via ChecklistBank	COL partnership (international network of taxonomic expert databases; COL Foundation, Amsterdam; GBIF-hosted infrastructure)	acat/life	taxonomy	106	CC BY 4.0	https://www.catalogueoflife.org/data/download	https://www.catalogueoflife.org/	monthly releases, annual checklists since 2000; current Base Release 2026-09-11 (COL26.9)	open	raw	{}	catalogue-of-life-coldp					1020360106	no	claude (AI agent, session 2026-09-25)	HEAD 200 2026-09-25	Research: d-sciences-health-statistics.tsv. Open and unique but over the 500 MB bar (1.02 GB zipped; NameUsage.tsv alone 1.9 GB): 5,432,444 names, 2,269,433 species, 160 sources (ChecklistBank dataset 316321, DOI 10.48580/dgz5n, metadata.yaml license 'cc by'). Zip members: NameUsage.tsv (col:ID, col:parentID, col:basionymID, col:status, col:scientificName, col:authorship, col:rank, ..., col:extinct, plus denormalised kingdom..genus columns), VernacularName.tsv (col:taxonID, col:name, col:transliteration, col:language ISO 639-3, col:country...; 105 languages counted), Distribution.tsv, NameRelation.tsv, TypeMaterial.tsv, SpeciesEstimate.tsv, Reference.tsv, reference.json/.jsonl/.bib, metadata.yaml, source/<id>.yaml per source dataset. languages=106: 105 vernacular languages plus scientific names. Extended Release xr_latest_coldp.zip (1,255,670,027 B; 8.1M names) is now GBIF's default taxonomy; latest_txtree.zip (52,764,602 B) is an indented name tree without identifiers. www.catalogueoflife.org HTML pages answer 403 to non-browser user agents; the download host does not.
gbif-backbone-taxonomy	GBIF Backbone Taxonomy (legacy, frozen 2023-08-28)	GBIF Secretariat	GBIF (intergovernmental biodiversity data network, Copenhagen)	acat/life	taxonomy	156	CC BY 4.0	https://api.gbif.org/v1/dataset/d7dddbf4-2cf0-4f39-9b2a-bb099caae36c	https://www.gbif.org/dataset/d7dddbf4-2cf0-4f39-9b2a-bb099caae36c	frozen: last build 2023-08-28; GBIF data blog (2026-06-23): 'will not be updated again', GBIF.org now defaults to COL XR	open	raw	{}	gbif-backbone-taxonomy					971465842	no	claude (AI agent, session 2026-09-25)	HEAD 200 2026-09-25	Research: d-sciences-health-statistics.tsv. Superseded: use the Catalogue of Life (Extended Release) for new work; keep only to resolve legacy GBIF taxonKeys, which GBIF still supports in its API. Darwin Core Archive with 13,320 members: Taxon.tsv (2.25 GB uncompressed), VernacularName.tsv (taxonID, vernacularName, language ISO 639-1, country, countryCode, sex, lifeStage, source; 155 languages counted), Distribution.tsv, Description.tsv, Multimedia.tsv, Reference.tsv, TypesAndSpecimen.tsv, eml.xml, dataset/<uuid>.xml per constituent. Built on COL July 2023. Also simple.txt.gz (488,591,022 B) in the same folder. languages=156: 155 vernacular languages plus scientific names.
icd-11-mms	ICD-11 for Mortality and Morbidity Statistics (MMS), simple tabulation 2026-01	World Health Organization (WHO)	WHO (UN specialized agency, Geneva; the international standard for health statistics reporting)	acat/health	classification	15	CC BY-ND 3.0 IGO under the WHO ICD-11 terms of use (crosswalks and translations need a separate WHO agreement)	https://icd.who.int/en/docs/icd11-license.pdf	https://icd.who.int/browse/2026-01/mms/en	annual release; current 2026-01 (published 2026-02-16; file dated 2026-01-27)	open	raw	{}	icd-11-mms					4214980	no	claude (AI agent, session 2026-09-25)	HEAD 200 2026-09-25	Research: d-sciences-health-statistics.tsv. Licence blocks an open derived catalogue: no adaptations; incorporation in software is allowed only if WHO code, title and URI are kept; 'mapping or producing crosswalks between other classifications and terminologies and Classifications and producing translations are not covered' and need a separate written WHO agreement (terms 1.2.4) - which is exactly what acatalogue does. Zip: SimpleTabulation-ICD-11-MMS-en.txt (tab-delimited, 11.7 MB, header row: Foundation URI, Linearization URI, Code, BlockId, Title (prefixed by '- ' per depth, strip it), ClassKind chapter/block/category, DepthInKind, IsResidual, ChapterNo, BrowserLink (spreadsheet formula), isLeaf, Primary tabulation, Grouping1-5, CodingNote, Parent (foundation URI)), .xlsx copy, readme.txt. One zip per language: the browser lists ar cs de en es fr kk la pt ru sk sv tr uz zh and all 15 files answered 200. mapping.zip (6,809,366 B) holds ICD-10 to ICD-11 tables. The ICD API needs registration (client credentials).
snomed-ct	SNOMED CT International Edition	SNOMED International	SNOMED International (member-funded not-for-profit standards body, London; national release centres)	acat/health	ontology	2	SNOMED CT Affiliate Licence (proprietary; no charge in member countries, charges may apply in non-member territories)	https://www.snomed.org/get-snomed	https://www.snomed.org/	periodic International Edition releases via MLDS (cadence not checked)	registration	raw	{}	snomed-ct						no	claude (AI agent, session 2026-09-25)	HEAD 200 2026-09-25 (MLDS portal page; files behind login)	Research: d-sciences-health-statistics.tsv. Restricted: use requires an Affiliate Licence registered with the member country's National Release Centre or with MLDS (Member Licensing and Distribution Service); non-member territories may pay fees set by World Bank income band. Content cannot be redistributed in an open catalogue. The URL is the MLDS portal (files behind login). Distributed as RF2: tab-delimited Snapshot/Full files (sct2_Concept, sct2_Description, sct2_Relationship, language and other refsets). languages=2: International Edition English plus SNOMED International's Spanish Edition; national extensions add others (not verified). The Global Patient Set (snomed.org/gps) is usable without a SNOMED licence but is CC BY-ND 4.0 behind a request form. Practical route: keep SNOMED ids that open ontologies already carry as xrefs (SCTID, SNOMEDCT_US_*).
umls-metathesaurus	UMLS Metathesaurus 2026AA (MRCONSO subset)	US National Library of Medicine (NLM)	NLM (US federal government; integrates about 195 biomedical source vocabularies)	acat/health	thesaurus	31	UMLS Metathesaurus License Agreement (free; per-source restriction levels 0-4 and 9)	https://www.nlm.nih.gov/research/umls/knowledge_sources/metathesaurus/release/license_agreement.html	https://www.nlm.nih.gov/research/umls/	twice yearly (AA/AB); 2026AA released 2026-05-04	registration	raw	{}	umls-metathesaurus						no	claude (AI agent, session 2026-09-25)	HEAD 302 to UTS login 2026-09-25 (login required)	Research: d-sciences-health-statistics.tsv. Needs a UTS account and licence acceptance: the download redirects to uts.nlm.nih.gov login (NLM documents API-key downloads). Restriction levels: 0 no extra restriction; 1 no translation or derivative works of that source; 2 also no operational data-creating use; 3 internal research use only, never in publicly accessible systems; 4 US-only use; 9 (19.56% of names; SNOMED CT). At most level-0 content could enter a public catalogue, source by source. Sizes per NLM page (no Content-Length before login): MRCONSO 492.0 MB zipped / 2.2 GB, Level 0 subset 1.9 GB, full subset 5.4 GB; MD5 values are printed on the page (MRCONSO 974beae09581ca990c764a511cce6563), no checksum file. MRCONSO.RRF is pipe-delimited: CUI|LAT|TS|LUI|STT|SUI|ISPREF|AUI|SAUI|SCUI|SDUI|SAB|TTY|CODE|STR|SRL|SUPPRESS|CVF|. 2026AA: 3,530,466 concepts, 18,064,970 names, 31 languages. MeSH (a level-0 UMLS source) is covered by the library-thesauri cluster.
qudt-units	QUDT units, quantity kinds, dimensions and constants (single-file collection 3.5.2)	QUDT.org	QUDT.org (non-profit governed by a board from several organisations; engineering and data-exchange practice)	acat/matter acat/technology	ontology	24	CC BY 4.0 (UCUM codes inside remain under the Regenstrief/UCUM licence)	https://qudt.org/	https://qudt.org/	frequent versioned releases; 3.5.2 of 2026-09-22	open	rdf	{"term_types": ["http://qudt.org/schema/qudt/Unit", "http://qudt.org/schema/qudt/QuantityKind"]}	qudt	full	http://qudt.org/vocab/			6867319	yes	claude (AI agent, session 2026-09-25)	HEAD 200 2026-09-25	Research: d-sciences-health-statistics.tsv. 'OWL schemas and vocabularies QUDT Collection - Version 3.5.2' (QUDT catalog). Per-graph Turtle: http://qudt.org/3.5.2/vocab/unit (4,094,284 B; 2,244 qudt:Unit) and http://qudt.org/3.5.2/vocab/quantitykind (1,859,462 B); unversioned http://qudt.org/vocab/unit always serves the latest. Not SKOS: units are qudt:Unit with rdfs:label in 24 languages (en de fr it es tr sl ro pl ms cs pt la ru el bg hu fa zh ar ja hi he nl), qudt:symbol, qudt:ucumCode, qudt:hasQuantityKind, qudt:conversionMultiplier(SN), qudt:hasDimensionVector, dcterms:description (LaTeX), crosswalks qudt:wikidataMatch, qudt:dbpediaMatch, qudt:iec61360Code, qudt:uneceCommonCode, qudt:omUnit, qudt:siExactMatch; deprecation via qudt:deprecated and dcterms:isReplacedBy. dcterms:rights states the UCUM notice (unitsofmeasure.org). Lean OBO alternative: UO, http://purl.obolibrary.org/obo/uo.obo (124,858 B, CC BY 3.0).
unified-astronomy-thesaurus	Unified Astronomy Thesaurus (UAT) 6.0.0	American Astronomical Society (UAT Steering Committee)	AAS with IAU, IOP and AIP partners (learned societies and publishers; astronomy literature indexing)	acat/matter	thesaurus	1	CC BY-SA 3.0 Unported	https://astrothesaurus.org/about/	https://astrothesaurus.org/	versioned releases; 6.0.0 of 2025-12-16 (6.1.0 announced for spring 2026, not yet published)	open	rdf	{}	uat	full	http://astrothesaurus.org/uat/		P4527	3216148	starter	claude (AI agent, session 2026-09-25)	HEAD 200 2026-09-25	Research: d-sciences-health-statistics.tsv. The repository listing (github.com/astrothesaurus/UAT) shows UAT.rdf, UAT.json, UAT.csv (337,607 B), UAT_list.json, UAT_simple.json; the v6.0.0 release has no data assets, so files come from the master branch - pin a commit for provenance. SKOS RDF/XML exported from PoolParty: statements about one concept are split over several rdf:Description blocks, so parse as RDF and merge by URI (http://astrothesaurus.org/uat/<n>). 2,312 concepts, 11 top concepts, polyhierarchy up to 11 levels, 696 related links (6.0.0 notes). Properties: skos:prefLabel/altLabel (@en, a few @en-GB), broader/narrower/related, skos:definition, scopeNote, example, changeNote, editorialNote, owl:deprecated. ShareAlike: tables derived from it must stay CC BY-SA.
gcmd-science-keywords	NASA GCMD Science Keywords (KMS, SKOS) version 24.8	NASA Earth Science Data and Information System (ESDIS), Global Change Master Directory	NASA ESDIS (US federal space agency; Earth-observation data discovery)	acat/earth	thesaurus	1	CC0 1.0 (unless content is marked with a use restriction or licence)	https://www.earthdata.nasa.gov/data/tools/gcmd-keyword-viewer	https://www.earthdata.nasa.gov/data/tools/gcmd-keyword-viewer	versioned keyword releases; 24.8, revision 2026-09-16	open	rdf	{}	gcmd	full	https://gcmd.earthdata.nasa.gov/kms/concept/			3602834	starter	claude (AI agent, session 2026-09-25)	HEAD 404 (HEAD unsupported), GET 200 2026-09-25	Research: d-sciences-health-statistics.tsv. Redirects to cmr.earthdata.nasa.gov/kms; the KMS answers HEAD with 404 but GET with 200. Paginated: 3,780 concepts, page_size at most 2000, so fetch &page_num=1 and &page_num=2 (bytes = page 1). SKOS: skos:prefLabel (@en, upper case), broader/narrower, skos:definition for most concepts, gcmd:reference, changeNote history, dcterms:created/modified; concept ids are UUIDs relative to https://gcmd.earthdata.nasa.gov/kms/concept/. Single-file alternative ?format=csv (504,840 B; columns Category, Topic, Term, Variable_Level_1-3, Detailed_Variable, UUID; first line is version metadata; no definitions). Other schemes on the same API (platforms, instruments, locations, providers, projects, chronounits...) are listed at /kms/concept_schemes. Cite as 'GCMD Keywords, Version 24.8'.
sweet-ontology	SWEET - Semantic Web for Earth and Environmental Terminology 3.6.0	ESIP Federation (Earth Science Information Partners)	ESIP (US-based federation of Earth-science data organisations; originally NASA JPL)	acat/earth	ontology	1	CC0 1.0	https://raw.githubusercontent.com/ESIPFed/sweet/master/LICENSE	https://github.com/ESIPFed/sweet	irregular; version 3.6.0 (owl:versionInfo)	open	raw	{}	sweet-ontology						no	claude (AI agent, session 2026-09-25)	HEAD 200 2026-09-25 (chunked, no Content-Length)	Research: d-sciences-health-statistics.tsv. sweetAll is only a Turtle manifest (8,417 B measured; chunked, no Content-Length) whose owl:imports list 224 module ontologies (e.g. http://sweetontology.net/phenAtmo, realmHydro, matrElement), each served separately as Turtle (sources in src/*.ttl on GitHub): merge with ROBOT or fetch every import. About 6,000 OWL classes (README) with rdfs:label @en and rdfs:subClassOf hierarchy plus OWL restrictions. Open licence, but the modular OWL format is the obstacle and coverage overlaps ENVO and GCMD.
